,Season,Name,Nationality,Type,Team,Price
765,2016,Krunal Pandya,All-Rounder,"2,00,00,000",Mumbai Indians,
766,2016,Kishore Pramod Kamath,All-Rounder,"1,40,00,000",Mumbai Indians,
767,2016,Deepak Punia,All-Rounder,"10,00,000",Mumbai Indians,
768,2016,Jitesh Sharma,Wicket Keeper,"10,00,000",Mumbai Indians,
769,2016,Mitchell Marsh,All-Rounder,"4,80,00,000",Rising Pune Supergiant,
770,2016,M. Ashwin,Bowler,"4,50,00,000",Rising Pune Supergiant,
771,2016,Ishant Sharma,Bowler,"3,80,00,000",Rising Pune Supergiant,
772,2016,Kevin Pietersen,Batsman,"3,50,00,000",Rising Pune Supergiant,
773,2016,Irfan Pathan,All-Rounder,"1,00,00,000",Rising Pune Supergiant,
774,2016,Thisara Perera,All-Rounder,"1,00,00,000",Rising Pune Supergiant,
775,2016,Rajat Bhatia,All-Rounder,"60,00,000",Rising Pune Supergiant,
776,2016,Ashok Dinda,Bowler,"50,00,000",Rising Pune Supergiant,
777,2016,Scott Boland,Bowler,"50,00,000",Rising Pune Supergiant,
778,2016,Peter Handscomb,Wicket Keeper,"30,00,000",Rising Pune Supergiant,
779,2016,Rudra Pratap Singh,Bowler,"30,00,000",Rising Pune Supergiant,
780,2016,Adam Zampa,Bowler,"30,00,000",Rising Pune Supergiant,
781,2016,Ishwar Chandra Pandey,Bowler,"20,00,000",Rising Pune Supergiant,
782,2016,Deepak Chahar,All-Rounder,"10,00,000",Rising Pune Supergiant,
783,2016,Jaskaran Singh,Bowler,"10,00,000",Rising Pune Supergiant,
784,2016,Baba Aparajith,All-Rounder,"10,00,000",Rising Pune Supergiant,
785,2016,Ankush Bains,Wicket Keeper,"10,00,000",Rising Pune Supergiant,
786,2016,Ankit Sharma,All-Rounder,"10,00,000",Rising Pune Supergiant,
787,2016,Shane Watson,All-Rounder,"9,50,00,000", Royal Challengers Bangalore,
788,2016,Stuart Binny,All-Rounder,"2,00,00,000", Royal Challengers Bangalore,
789,2016,Kane Richardson,Bowler,"2,00,00,000", Royal Challengers Bangalore,
790,2016,Samuel Badree,Bowler,"50,00,000", Royal Challengers Bangalore,
791,2016,Travis Head,Batsman,"50,00,000", Royal Challengers Bangalore,
792,2016,Praveen Dubey,All-Rounder,"35,00,000", Royal Challengers Bangalore,
793,2016,Vikramjeet Malik,Bowler,"20,00,000", Royal Challengers Bangalore,
794,2016,Akshay Karnewar,All-Rounder,"10,00,000", Royal Challengers Bangalore,
795,2016,Iqbal Abdullah,All-Rounder,"10,00,000", Royal Challengers Bangalore,
796,2016,Sachin Baby,Batsman,"10,00,000", Royal Challengers Bangalore,
797,2016,Vikas Tokas,Bowler,"10,00,000", Royal Challengers Bangalore,
798,2016,Yuvraj Singh,All-Rounder,"7,00,00,000", Sunrisers Hyderabad,
799,2016,Ashish Nehra,Bowler,"5,50,00,000", Sunrisers Hyderabad,
800,2016,Deepak Hooda,All-Rounder,"4,20,00,000", Sunrisers Hyderabad,
801,2016,Mustafizur Rahman,Bowler,"1,40,00,000", Sunrisers Hyderabad,
802,2016,Aditya Tare,Wicket Keeper,"1,20,00,000", Sunrisers Hyderabad,
803,2016,Barinder Singh Sran,Bowler,"1,20,00,000", Sunrisers Hyderabad,
804,2016,Ben Cutting,All-Rounder,"50,00,000", Sunrisers Hyderabad,
805,2016,Vijay Shankar,All-Rounder,"35,00,000", Sunrisers Hyderabad,
806,2016,Abhimanyu Mithun,Bowler,"30,00,000", Sunrisers Hyderabad,
807,2016,Tirumalasetti Suman,Batsman,"10,00,000", Sunrisers Hyderabad,
808,2015,Yuvraj Singh,Batsman,"16,00,00,000",Delhi Daredevils,
809,2015,Angelo Mathews,All-Rounder,"7,50,00,000",Delhi Daredevils,
810,2015,Zaheer Khan,Bowler,"4,00,00,000",Delhi Daredevils,
811,2015,Amit Mishra,Bowler,"3,50,00,000",Delhi Daredevils,
812,2015,Shreyas Iyer,Batsman,"2,60,00,000",Delhi Daredevils,
813,2015,Gurinder Sandhu,Bowler,"1,70,00,000",Delhi Daredevils,
814,2015,Jaydev Unadkat,Bowler,"1,10,00,000",Delhi Daredevils,
815,2015,Domnic Joseph Muthuswamy,Bowler,"75,00,000",Delhi Daredevils,
816,2015,Albie Morkel,All-Rounder,"30,00,000",Delhi Daredevils,
817,2015,Travis Head,Batsman,"30,00,000",Delhi Daredevils,
818,2015,Marcus Stoinis,All-Rounder,"25,00,000",Delhi Daredevils,
819,2015,C.M. Gautam,Wicket Keeper,"20,00,000",Delhi Daredevils,
820,2015,Kona Srikar Bharat,Wicket Keeper,"10,00,000",Delhi Daredevils,
821,2015,K.K. Jiyaz,Bowler,"10,00,000",Delhi Daredevils,
822,2015,Murali Vijay,Batsman,"3,00,00,000",Kings XI Punjab,
823,2015,Nikhil Shankar Naik,Wicket Keeper,"30,00,000",Kings XI Punjab,
824,2015,Yogesh Gowalkar,All-Rounder,"10,00,000",Kings XI Punjab,
825,2015,K.C. Cariappa,Bowler,"2,40,00,000",Kolkata Knight Riders,
826,2015,James Neesham,All-Rounder,"50,00,000",Kolkata Knight Riders,
827,2015,Brad Hogg,Bowler,"50,00,000",Kolkata Knight Riders,
828,2015,Aditya Garhwal,All-Rounder,"25,00,000",Kolkata Knight Riders,
829,2015,Sheldon Jackson,Batsman,"15,00,000",Kolkata Knight Riders,
830,2015,Sumit Narwal,All-Rounder,"10,00,000",Kolkata Knight Riders,
831,2015,Vaibhav Rawal,All-Rounder,"10,00,000",Kolkata Knight Riders,
832,2015,Aaron Finch,Batsman,"3,20,00,000",Mumbai Indians,
833,2015,Pragyan Ojha,Bowler,"50,00,000",Mumbai Indians,
834,2015,Abhimanyu Mithun,Bowler,"30,00,000",Mumbai Indians,
835,2015,Mitchell McClenaghan,Bowler,"30,00,000",Mumbai Indians,
836,2015,Aiden Blizzard,Batsman,"30,00,000",Mumbai Indians,
837,2015,Hardik Pandya,All-Rounder,"10,00,000",Mumbai Indians,
838,2015,Akshay Wakhare,Bowler,"10,00,000",Mumbai Indians,
839,2015,Nitish Rana,All-Rounder,"10,00,000",Mumbai Indians,
840,2015,Siddhesh Dinesh Lad,All-Rounder,"10,00,000",Mumbai Indians,
841,2015,J. Suchitch,All-Rounder,"10,00,000",Mumbai Indians,
842,2015,Christopher Morris,All-Rounder,"1,40,00,000",Rajasthan Royals,
843,2015,Juan Theron,Bowler,"30,00,000",Rajasthan Royals,
844,2015,Barinder Singh Saran,Bowler,"10,00,000",Rajasthan Royals,
845,2015,Dinesh Salunkhe,All-Rounder,"10,00,000",Rajasthan Royals,
846,2015,Sagar Trivedi,All-Rounder,"10,00,000",Rajasthan Royals,
847,2015,Pardeep Sahu,All-Rounder,"10,00,000",Rajasthan Royals,
848,2015,Dinesh Karthik,Wicket Keeper,"10,50,00,000", Royal Challengers Bangalore,
849,2015,Darren Sammy,All-Rounder,"2,80,00,000", Royal Challengers Bangalore,
850,2015,David Wiese,All-Rounder,"2,80,00,000", Royal Challengers Bangalore,
851,2015,Sean Abbott,Bowler,"1,00,00,000", Royal Challengers Bangalore,
852,2015,Adam Milne,Bowler,"70,00,000", Royal Challengers Bangalore,
853,2015,Sarfaraz Naushad Khan,Batsman,"50,00,000", Royal Challengers Bangalore,
854,2015,Subramaniam Badrinath,Batsman,"30,00,000", Royal Challengers Bangalore,
855,2015,Jalaj Saxena,All-Rounder,"10,00,000", Royal Challengers Bangalore,
856,2015,Shishir Bhavane,Batsman,"10,00,000", Royal Challengers Bangalore,
857,2015,Trent Boult,Bowler,"3,80,00,000", Sunrisers Hyderabad,
858,2015,Praveen Kumar,Bowler,"2,20,00,000", Sunrisers Hyderabad,
859,2015,Kevin Pietersen,Batsman,"2,00,00,000", Sunrisers Hyderabad,
860,2015,Eoin Morgan,Batsman,"1,50,00,000", Sunrisers Hyderabad,
861,2015,Ravi Bopara,All-Rounder,"1,00,00,000", Sunrisers Hyderabad,
862,2015,Kane Williamson,All-Rounder,"60,00,000", Sunrisers Hyderabad,
863,2015,Laxmi Ratan Shukla,All-Rounder,"30,00,000", Sunrisers Hyderabad,
864,2015,Prasanth Padmanabhan,All-Rounder,"10,00,000", Sunrisers Hyderabad,
865,2015,Hanuma Vihari,Batsman,"10,00,000", Sunrisers Hyderabad,
866,2015,Siddarth Kaul,Bowler,"10,00,000", Sunrisers Hyderabad,
867,2014,Dinesh Karthik,Wicket Keeper,"12,50,00,000",Delhi Daredevils,
868,2014,Kevin Pietersen,Batsman,"9,00,00,000",Delhi Daredevils,
869,2014,Murali Vijay,Batsman,"5,00,00,000",Delhi Daredevils,
870,2014,Mohammad Shami,Bowler,"4,25,00,000",Delhi Daredevils,
871,2014,Nathan Coulter-Nile,Bowler,"4,25,00,000",Delhi Daredevils,
872,2014,Quinton De Kock,Wicket Keeper,"3,50,00,000",Delhi Daredevils,
873,2014,Manoj Tiwary,Batsman,"2,80,00,000",Delhi Daredevils,
874,2014,Jaydev Unadkat,Bowler,"2,80,00,000",Delhi Daredevils,
875,2014,Jean-Paul Duminy,Batsman,"2,20,00,000",Delhi Daredevils,
876,2014,Ross Taylor,Batsman,"2,00,00,000",Delhi Daredevils,
877,2014,Kedar Jadhav,Batsman,"2,00,00,000",Delhi Daredevils,
878,2014,Rahul Sharma,Bowler,"1,90,00,000",Delhi Daredevils,
879,2014,Mayank Agarwal,Batsman,"1,60,00,000",Delhi Daredevils,
880,2014,Laxmi Ratan Shukla,All-Rounder,"1,50,00,000",Delhi Daredevils,
881,2014,James Neesham,All-Rounder,"1,00,00,000",Delhi Daredevils,
882,2014,Wayne Parnell,Bowler,"1,00,00,000",Delhi Daredevils,
883,2014,Shahbaz Nadeem,Bowler,"85,00,000",Delhi Daredevils,
884,2014,Saurabh Tiwary,Batsman,"70,00,000",Delhi Daredevils,
885,2014,Siddarth Kaul,Bowler,"45,00,000",Delhi Daredevils,
886,2014,Rahul Shukla,Bowler,"40,00,000",Delhi Daredevils,
887,2014,Jayant Yadav,All-Rounder,"10,00,000",Delhi Daredevils,
888,2014,HS Sharath,Bowler,"10,00,000",Delhi Daredevils,
889,2014,Milind Kumar,Batsman,"10,00,000",Delhi Daredevils,
890,2014,Mitchell Johnson,All-Rounder,"6,50,00,000",Kings XI Punjab,
891,2014,Glenn Maxwell,All-Rounder,"6,00,00,000",Kings XI Punjab,
892,2014,George Bailey,Batsman,"3,25,00,000",Kings XI Punjab,
893,2014,Virender Sehwag,Batsman,"3,20,00,000",Kings XI Punjab,
894,2014,Rishi Dhawan,All-Rounder,"3,00,00,000",Kings XI Punjab,
895,2014,Wriddhiman Saha,Wicket Keeper,"2,20,00,000",Kings XI Punjab,
896,2014,Shaun Marsh,Batsman,"2,20,00,000",Kings XI Punjab,
897,2014,Cheteshwar Pujara,Batsman,"1,90,00,000",Kings XI Punjab,
898,2014,Beuran Hendricks,Bowler,"1,80,00,000",Kings XI Punjab,
899,2014,Lakshmipathy Balaji,Bowler,"1,80,00,000",Kings XI Punjab,
900,2014,Thisara Perera,All-Rounder,"1,60,00,000",Kings XI Punjab,
901,2014,Gurkirat Singh Mann,Batsman,"1,30,00,000",Kings XI Punjab,
902,2014,Murali Kartik,Bowler,"1,00,00,000",Kings XI Punjab,
903,2014,Sandeep Sharma,Bowler,"85,00,000",Kings XI Punjab,
904,2014,Mandeep Hardev Singh,All-Rounder,"80,00,000",Kings XI Punjab,
905,2014,Akshar Rajesh Patel,All-Rounder,"75,00,000",Kings XI Punjab,
906,2014,Parvinder Awana,Bowler,"65,00,000",Kings XI Punjab,
907,2014,Shardul Narendra Thakur,Bowler,"20,00,000",Kings XI Punjab,
908,2014,Anureet Singh,Bowler,"20,00,000",Kings XI Punjab,
909,2014,Shivam Sharma,Bowler,"10,00,000",Kings XI Punjab,
910,2014,Karanveer Singh,All-Rounder,"10,00,000",Kings XI Punjab,
911,2014,Jacques Kallis,All-Rounder,"5,50,00,000",Kolkata Knight Riders,
912,2014,Robin Uthappa,Batsman,"5,00,00,000",Kolkata Knight Riders,
913,2014,Piyush Chawla,Bowler,"4,25,00,000",Kolkata Knight Riders,
914,2014,Yusuf Pathan,All-Rounder,"3,25,00,000",Kolkata Knight Riders,
915,2014,Shakib Al Hasan,All-Rounder,"2,80,00,000",Kolkata Knight Riders,
916,2014,Morne Morkel,Bowler,"2,80,00,000",Kolkata Knight Riders,
917,2014,Ranganath Vinay Kumar,Bowler,"2,80,00,000",Kolkata Knight Riders,
918,2014,Umesh Yadav,Bowler,"2,60,00,000",Kolkata Knight Riders,
919,2014,Manish Pandey,Batsman,"1,70,00,000",Kolkata Knight Riders,
920,2014,Chris Lynn,Batsman,"1,30,00,000",Kolkata Knight Riders,
921,2014,Patrick Cummins,Bowler,"1,00,00,000",Kolkata Knight Riders,
922,2014,Ryan Ten Doeschate,All-Rounder,"1,00,00,000",Kolkata Knight Riders,
923,2014,Suryakumar Yadav,Batsman,"70,00,000",Kolkata Knight Riders,
924,2014,Andre Russell,All-Rounder,"60,00,000",Kolkata Knight Riders,
925,2014,Manvinder Bisla,Wicket Keeper,"60,00,000",Kolkata Knight Riders,
926,2014,Veer Pratap Singh,Bowler,"40,00,000",Kolkata Knight Riders,
927,2014,Kuldeep Singh Yadav,Bowler,"40,00,000",Kolkata Knight Riders,
928,2014,Debabrata Das,Wicket Keeper,"20,00,000",Kolkata Knight Riders,
929,2014,Sayan Sekhar Mandal,All-Rounder,"10,00,000",Kolkata Knight Riders,
930,2014,Michael Hussey,Batsman,"5,00,00,000",Mumbai Indians,
931,2014,Corey Anderson,All-Rounder,"4,50,00,000",Mumbai Indians,
932,2014,Pragyan Ojha,Bowler,"3,25,00,000",Mumbai Indians,
933,2014,Zaheer Khan,Bowler,"2,60,00,000",Mumbai Indians,
934,2014,Aditya Tare,Wicket Keeper,"1,60,00,000",Mumbai Indians,
935,2014,Jasprit Bumrah,Bowler,"1,20,00,000",Mumbai Indians,
936,2014,Jalaj Saxena,All-Rounder,"90,00,000",Mumbai Indians,
937,2014,Josh Hazlewood,Bowler,"50,00,000",Mumbai Indians,
938,2014,Marchant De Lange,Bowler,"30,00,000",Mumbai Indians,
939,2014,Krismar Santokie,Bowler,"30,00,000",Mumbai Indians,
940,2014,Ben Dunk,Wicket Keeper,"20,00,000",Mumbai Indians,
941,2014,C.M. Gautam,Wicket Keeper,"20,00,000",Mumbai Indians,
942,2014,Apoorv Vijay Wankhade,Batsman,"10,00,000",Mumbai Indians,
943,2014,Pawan Suyal,Bowler,"10,00,000",Mumbai Indians,
944,2014,Sushant Marathe,Wicket Keeper,"10,00,000",Mumbai Indians,
945,2014,Shreyas Gopal,Bowler,"10,00,000",Mumbai Indians,
946,2014,Steven Smith,All-Rounder,"4,00,00,000",Rajasthan Royals,
947,2014,Brad Hodge,Batsman,"2,40,00,000",Rajasthan Royals,
948,2014,Rajat Bhatia,All-Rounder,"1,70,00,000",Rajasthan Royals,
949,2014,Tim Southee,Bowler,"1,20,00,000",Rajasthan Royals,
950,2014,Dhawal Kulkarni,Bowler,"1,10,00,000",Rajasthan Royals,
951,2014,Abhishek Nayar,All-Rounder,"1,00,00,000",Rajasthan Royals,
952,2014,Kane Richardson,Bowler,"1,00,00,000",Rajasthan Royals,
953,2014,Ben Cutting,Bowler,"80,00,000",Rajasthan Royals,
954,2014,Karun Nair,Batsman,"75,00,000",Rajasthan Royals,
955,2014,Unmukt Chand,Batsman,"65,00,000",Rajasthan Royals,
956,2014,Iqbal Abdullah,All-Rounder,"65,00,000",Rajasthan Royals,
957,2014,Deepak Hooda,Bowler,"40,00,000",Rajasthan Royals,
958,2014,Dishant Yagnik,Wicket Keeper,"30,00,000",Rajasthan Royals,
959,2014,Kevon Cooper,All-Rounder,"30,00,000",Rajasthan Royals,
960,2014,Vikramjeet Malik,Bowler,"20,00,000",Rajasthan Royals,
961,2014,Ankit Nagendra Sharma,Bowler,"10,00,000",Rajasthan Royals,
962,2014,Rahul Tewatia,All-Rounder,"10,00,000",Rajasthan Royals,
963,2014,Ankush Bains,Wicket Keeper,"10,00,000",Rajasthan Royals,
964,2014,Amit Mishra,Bowler,"10,00,000",Rajasthan Royals,
965,2014,Pravin Tambe,Bowler,"10,00,000",Rajasthan Royals,
966,2014,Yuvraj Singh,All-Rounder,"14,00,00,000", Royal Challengers Bangalore,
967,2014,Mitchell Starc,Bowler,"5,00,00,000", Royal Challengers Bangalore,
968,2014,Albie Morkel,All-Rounder,"2,40,00,000", Royal Challengers Bangalore,
969,2014,Varun Aaron,Bowler,"2,00,00,000", Royal Challengers Bangalore,
970,2014,Ashok Dinda,Bowler,"1,50,00,000", Royal Challengers Bangalore,
971,2014,Parthiv Patel,Wicket Keeper,"1,40,00,000", Royal Challengers Bangalore,
972,2014,Muttiah Muralitharan,Bowler,"1,00,00,000", Royal Challengers Bangalore,
973,2014,Ravi Rampaul,Bowler,"90,00,000", Royal Challengers Bangalore,
974,2014,Nic Maddinson,Batsman,"50,00,000", Royal Challengers Bangalore,
975,2014,Harshal Patel,Bowler,"40,00,000", Royal Challengers Bangalore,
976,2014,Vijay Zol,Batsman,"30,00,000", Royal Challengers Bangalore,
977,2014,Abu Nechim Ahmed,Bowler,"30,00,000", Royal Challengers Bangalore,
978,2014,Sachin Rana,Bowler,"20,00,000", Royal Challengers Bangalore,
979,2014,Shadab Jakati,Bowler,"20,00,000", Royal Challengers Bangalore,
980,2014,Sandeep Warrier,Bowler,"10,00,000", Royal Challengers Bangalore,
981,2014,Tanmay Mishra,Batsman,"10,00,000", Royal Challengers Bangalore,
982,2014,Yogesh Takawale,Wicket Keeper,"10,00,000", Royal Challengers Bangalore,
983,2014,Yuzvendra Singh Chahal,Bowler,"10,00,000", Royal Challengers Bangalore,
984,2014,David Warner,Batsman,"5,50,00,000", Sunrisers Hyderabad,
985,2014,Amit Mishra,Bowler,"4,75,00,000", Sunrisers Hyderabad,
986,2014,Bhuvneshwar Kumar,Bowler,"4,25,00,000", Sunrisers Hyderabad,
987,2014,Aaron Finch,Batsman,"4,00,00,000", Sunrisers Hyderabad,
988,2014,Karn Sharma,Bowler,"3,75,00,000", Sunrisers Hyderabad,
989,2014,Darren Sammy,All-Rounder,"3,50,00,000", Sunrisers Hyderabad,
990,2014,Ishant Sharma,Bowler,"2,60,00,000", Sunrisers Hyderabad,
991,2014,Irfan Pathan,All-Rounder,"2,40,00,000", Sunrisers Hyderabad,
992,2014,Moises Henriques,All-Rounder,"1,00,00,000", Sunrisers Hyderabad,
993,2014,KL Rahul,Batsman,"1,00,00,000", Sunrisers Hyderabad,
994,2014,Parveez Rasool,All-Rounder,"95,00,000", Sunrisers Hyderabad,
995,2014,Jason Holder,Bowler,"75,00,000", Sunrisers Hyderabad,
996,2014,Venugopal Rao,Batsman,"55,00,000", Sunrisers Hyderabad,
997,2014,Naman Ojha,Wicket Keeper,"50,00,000", Sunrisers Hyderabad,
998,2014,Brendan Taylor,Wicket Keeper,"30,00,000", Sunrisers Hyderabad,
999,2014,Prasanth Parameswaran,Bowler,"30,00,000", Sunrisers Hyderabad,
1000,2014,Amit Paunikar,Wicket Keeper,"20,00,000", Sunrisers Hyderabad,
1001,2014,Ashish Reddy,Bowler,"20,00,000", Sunrisers Hyderabad,
1002,2014,Srikkanth Anirudha,Batsman,"20,00,000", Sunrisers Hyderabad,
1003,2014,Ricky Bhui,Batsman,"10,00,000", Sunrisers Hyderabad,
1004,2014,Chama Milind,Bowler,"10,00,000", Sunrisers Hyderabad,
1005,2014,Manprit Juneja,Batsman,"10,00,000", Sunrisers Hyderabad,
1006,2013,Johan Botha,All-Rounder,"450,000",Delhi Daredevils,
1007,2013,Jesse Ryder,All-Rounder,"260,000",Delhi Daredevils,
1008,2013,Jeevan Mendis,All-Rounder,"50,000",Delhi Daredevils,
1009,2013,Manpreet Gony,Bowler,"500,000",Kings XI Punjab,
1010,2013,Luke Pomersbach,Batsman,"300,000",Kings XI Punjab,
1011,2013,Sachithra Senanayaka,All-Rounder,"625,000",Kolkata Knight Riders,
1012,2013,Ryan McLaren,Bowler,"50,000",Kolkata Knight Riders,
1013,2013,Glenn Maxwell,All-Rounder,"1,000,000",Mumbai Indians,
1014,2013,Nathan Coulter-Nile,Bowler,"450,000",Mumbai Indians,
1015,2013,Ricky Ponting,Batsman,"400,000",Mumbai Indians,
1016,2013,Philip Hughes,Batsman,"100,000",Mumbai Indians,
1017,2013,Jacob Oram,All-Rounder,"50,000",Mumbai Indians,
1018,2013,Ajantha Mendis,Bowler,"725,000",Pune Warriors India,
1019,2013,Kane Richardson,Bowler,"700,000",Pune Warriors India,
1020,2013,Abhishek Nayar,All-Rounder,"675,000",Pune Warriors India,
1021,2013,Michael Clarke,Batsman,"400,000",Pune Warriors India,
1022,2013,James Faulkner,All-Rounder,"400,000",Rajasthan Royals,
1023,2013,Fidel Edwards,Bowler,"210,000",Rajasthan Royals,
1024,2013,Kusal Janith Perera,Wicket Keeper,"20,000",Rajasthan Royals,
1025,2013,Jaydev Unadkat,Bowler,"525,000", Royal Challengers Bangalore,
1026,2013,Rudra Pratap Singh,Bowler,"400,000", Royal Challengers Bangalore,
1027,2013,Moises Henriques,All-Rounder,"300,000", Royal Challengers Bangalore,
1028,2013,Ravi Rampaul,Bowler,"290,000", Royal Challengers Bangalore,
1029,2013,Pankaj Singh,Bowler,"150,000", Royal Challengers Bangalore,
1030,2013,Daniel Christian,All-Rounder,"100,000", Royal Challengers Bangalore,
1031,2013,Christopher Barnwell,All-Rounder,"50,000", Royal Challengers Bangalore,
1032,2013,Thisara Perera,All-Rounder,"675,000", Sunrisers Hyderabad,
1033,2013,Darren Sammy,All-Rounder,"425,000", Sunrisers Hyderabad,
1034,2013,Sudeep Tyagi,Bowler,"100,000", Sunrisers Hyderabad,
1035,2013,Clinton McKay,Bowler,"100,000", Sunrisers Hyderabad,
1036,2013,Nathan McCullum,Bowler,"100,000", Sunrisers Hyderabad,
1037,2013,Quinton De Kock,Wicket Keeper,"20,000", Sunrisers Hyderabad,
